Instance, Min Distance, Time To Best (ms), Max Time (ms), Cost, Max Cost, Capacity, Min Capacity, LS1, LS2, LS3, Shake Iters, Shake Loops
GKD-c_10_n500_b02_m50_k02,9.5,1313,60000,58529,61005,47839,47839,302850/316095,3553/13245,0/0,9681,966
GKD-c_10_n500_b02_m50_k02,9.5,10430,60000,60858,61005,47861,47839,261486/273749,4027/12263,0/0,8230,822
GKD-c_10_n500_b02_m50_k02,9.5,782,60000,58658,61005,47858,47839,303172/316502,3600/13330,0/0,9722,970
GKD-c_10_n500_b02_m50_k02,9.5,9374,60000,58529,61005,47839,47839,301222/314408,3526/13186,0/0,9649,962
GKD-c_10_n500_b02_m50_k02,9.5,4588,60000,59039,61005,47843,47839,292997/305969,3790/12972,0/0,9171,915
GKD-c_10_n500_b02_m50_k02,9.5,3157,60000,59039,61005,47843,47839,293386/306234,3473/12848,0/0,9361,934
GKD-c_10_n500_b02_m50_k02,9.5,2429,60000,59039,61005,47843,47839,276539/289426,4308/12887,0/0,8569,854
GKD-c_10_n500_b02_m50_k02,9.5,11144,60000,59039,61005,47843,47839,296936/309821,3486/12885,0/0,9385,936
GKD-c_10_n500_b02_m50_k02,9.5,6749,60000,58658,61005,47858,47839,297802/310968,3607/13166,0/0,9548,952
GKD-c_10_n500_b02_m50_k02,9.5,13311,60000,59039,61005,47843,47839,286042/298769,3728/12727,0/0,8982,895
GKD-c_10_n500_b02_m50_k02,9.5,7023,60000,59039,61005,47843,47839,288008/300871,3846/12863,0/0,9008,899
GKD-c_10_n500_b02_m50_k02,9.5,16920,60000,59039,61005,47843,47839,283447/296074,3768/12627,0/0,8840,879
GKD-c_10_n500_b02_m50_k02,9.5,2516,60000,58529,61005,47839,47839,294530/307463,3357/12933,0/0,9566,954
GKD-c_10_n500_b02_m50_k02,9.5,1221,60000,59039,61005,47843,47839,293237/306150,3558/12913,0/0,9343,933
GKD-c_10_n500_b02_m50_k02,9.5,3496,60000,59039,61005,47843,47839,295342/308382,3659/13040,0/0,9368,934
GKD-c_10_n500_b02_m50_k02,9.5,11601,60000,59039,61005,47843,47839,282216/294836,3718/12620,0/0,8891,887
GKD-c_10_n500_b02_m50_k02,9.5,1336,60000,59039,61005,47843,47839,288952/301692,3573/12740,0/0,9160,914
GKD-c_10_n500_b02_m50_k02,9.5,3532,60000,58529,61005,47839,47839,284525/297327,3791/12802,0/0,8995,895
GKD-c_10_n500_b02_m50_k02,9.5,4540,60000,58658,61005,47858,47839,292678/305779,3683/13101,0/0,9408,938
GKD-c_10_n500_b02_m50_k02,9.5,2421,60000,59039,61005,47843,47839,293668/306629,3659/12961,0/0,9287,926
GKD-c_10_n500_b02_m50_k02,9.4,560,60000,57382,61005,47883,47839,288269/301322,4240/13053,0/0,8806,879
GKD-c_10_n500_b02_m50_k02,9.5,15311,60000,58658,61005,47858,47839,268020/280195,3609/12175,0/0,8554,853
GKD-c_10_n500_b02_m50_k02,9.5,2092,60000,59039,61005,47843,47839,293022/306104,3830/13082,0/0,9242,922
GKD-c_10_n500_b02_m50_k02,9.5,3821,60000,59039,61005,47843,47839,294724/307567,3499/12843,0/0,9333,932
GKD-c_10_n500_b02_m50_k02,9.5,8115,60000,59039,61005,47843,47839,286630/299272,3514/12642,0/0,9110,906
GKD-c_10_n500_b02_m50_k02,9.5,32823,60000,58658,61005,47858,47839,273531/286153,4326/12622,0/0,8285,824
GKD-c_10_n500_b02_m50_k02,9.5,501,60000,58529,61005,47839,47839,291855/304653,3286/12798,0/0,9501,948
GKD-c_10_n500_b02_m50_k02,9.5,12203,60000,59039,61005,47843,47839,285181/298009,3897/12828,0/0,8920,888
GKD-c_10_n500_b02_m50_k02,9.5,1036,60000,59039,61005,47843,47839,293593/306407,3551/12814,0/0,9252,922
GKD-c_10_n500_b02_m50_k03,9.5,989,60000,59039,91507,47843,47839,299695/312272,3342/12577,0/0,9222,919
GKD-c_10_n500_b02_m50_k03,9.5,7518,60000,58658,91507,47858,47839,293129/305855,3616/12726,0/0,9098,907
GKD-c_10_n500_b02_m50_k03,9.5,1687,60000,59039,91507,47843,47839,301331/314138,3577/12807,0/0,9219,919
GKD-c_10_n500_b02_m50_k03,9.5,35184,60000,59039,91507,47843,47839,309737/322236,2778/12499,0/0,9707,967
GKD-c_10_n500_b02_m50_k03,9.5,5480,60000,59039,91507,47843,47839,296572/309110,3501/12538,0/0,9026,900
GKD-c_10_n500_b02_m50_k03,9.5,4286,60000,58658,91507,47858,47839,299755/312459,3373/12704,0/0,9324,930
GKD-c_10_n500_b02_m50_k03,9.5,32389,60000,60614,91507,47854,47839,275358/286403,2471/11045,0/0,8564,852
GKD-c_10_n500_b02_m50_k03,9.5,4698,60000,59039,91507,47843,47839,298363/310951,3418/12588,0/0,9156,911
GKD-c_10_n500_b02_m50_k03,9.5,18100,60000,59039,91507,47843,47839,291312/303264,3011/11952,0/0,8930,891
GKD-c_10_n500_b02_m50_k03,9.4,552,60000,58729,91507,47918,47839,274728/286509,3746/11781,0/0,8022,799
GKD-c_10_n500_b02_m50_k03,9.5,7228,60000,58658,91507,47858,47839,303779/316402,3035/12623,0/0,9579,955
GKD-c_10_n500_b02_m50_k03,9.5,6341,60000,59039,91507,47843,47839,303930/316397,3141/12467,0/0,9312,929
GKD-c_10_n500_b02_m50_k03,9.5,46135,60000,59039,91507,47843,47839,293432/305712,3120/12280,0/0,9152,913
GKD-c_10_n500_b02_m50_k03,9.5,5199,60000,60729,91507,47842,47839,270955/282641,3412/11686,0/0,8263,825
GKD-c_10_n500_b02_m50_k03,9.4,498,60000,64976,91507,48072,47839,223635/234332,4420/10697,0/0,6265,622
GKD-c_10_n500_b02_m50_k03,9.5,3912,60000,58529,91507,47839,47839,305402/318329,3479/12927,0/0,9435,940
GKD-c_10_n500_b02_m50_k03,9.5,3514,60000,58529,91507,47839,47839,295819/308282,3270/12463,0/0,9182,916
GKD-c_10_n500_b02_m50_k03,9.5,18484,60000,59039,91507,47843,47839,283680/296032,3852/12352,0/0,8484,846
GKD-c_10_n500_b02_m50_k03,9.5,18990,60000,59039,91507,47843,47839,278406/290423,3748/12017,0/0,8265,825
GKD-c_10_n500_b02_m50_k03,9.5,38663,60000,59893,91507,47880,47839,298377/311166,3613/12789,0/0,9169,915
GKD-c_10_n500_b02_m50_k03,9.5,19041,60000,58658,91507,47858,47839,287936/300563,3941/12627,0/0,8674,864
GKD-c_10_n500_b02_m50_k03,9.5,31915,60000,59039,91507,47843,47839,269306/281071,3862/11765,0/0,7889,786
GKD-c_10_n500_b02_m50_k03,9.5,16738,60000,60614,91507,47854,47839,288116/299781,2651/11665,0/0,9003,898
GKD-c_10_n500_b02_m50_k03,9.5,42098,60000,58529,91507,47839,47839,267237/278846,3646/11609,0/0,7953,792
GKD-c_10_n500_b02_m50_k03,9.5,3598,60000,59039,91507,47843,47839,297045/309626,3425/12581,0/0,9144,913
GKD-c_10_n500_b02_m50_k03,9.5,49784,60000,59039,91507,47843,47839,268145/279819,3804/11674,0/0,7861,784
GKD-c_10_n500_b02_m50_k03,9.5,26408,60000,60206,91507,47871,47839,266903/278340,3173/11437,0/0,8256,823
GKD-c_10_n500_b02_m50_k03,9.5,2966,60000,59039,91507,47843,47839,299303/311796,3104/12493,0/0,9374,933
GKD-c_10_n500_b02_m50_k03,9.5,981,60000,58529,91507,47839,47839,302783/315759,3491/12976,0/0,9474,946
GKD-c_10_n500_b02_m50_k03,9.5,51836,60000,58658,91507,47858,47839,248292/260194,4683/11902,0/0,7208,717
GKD-c_10_n500_b03_m50_k02,7.2,30904,60000,60997,61005,71815,71759,74244/88229,6524/13985,0/0,7450,742
GKD-c_10_n500_b03_m50_k02,7.2,3692,60000,61001,61005,71772,71759,75163/89454,6948/14291,0/0,7332,732
GKD-c_10_n500_b03_m50_k02,7,1346,60000,61005,61005,71764,71759,66089/80909,7097/14820,0/0,7713,769
GKD-c_10_n500_b03_m50_k02,7.2,28213,60000,60980,61005,71768,71759,68285/82568,6959/14283,0/0,7309,728
GKD-c_10_n500_b03_m50_k02,7.2,2271,60000,60997,61005,71760,71759,79724/93949,6970/14225,0/0,7246,723
GKD-c_10_n500_b03_m50_k02,7.2,37841,60000,60988,61005,71765,71759,71662/86241,6573/14579,0/0,7991,796
GKD-c_10_n500_b03_m50_k02,7.2,32894,60000,61001,61005,71767,71759,76430/90682,6134/14252,0/0,8104,806
GKD-c_10_n500_b03_m50_k02,7.2,3134,60000,60967,61005,71765,71759,75559/90126,7540/14567,0/0,7015,699
GKD-c_10_n500_b03_m50_k02,7.2,2999,60000,60992,61005,71760,71759,73552/88022,6926/14470,0/0,7532,749
GKD-c_10_n500_b03_m50_k02,7.2,4811,60000,60985,61005,71764,71759,77083/91433,7014/14350,0/0,7329,731
GKD-c_10_n500_b03_m50_k02,7.2,530,60000,61005,61005,71765,71759,79590/93608,6825/14018,0/0,7186,717
GKD-c_10_n500_b03_m50_k02,7.2,4386,60000,61004,61005,71794,71759,75764/90248,7024/14484,0/0,7448,741
GKD-c_10_n500_b03_m50_k02,7.2,8860,60000,61002,61005,71759,71759,69011/83143,6592/14132,0/0,7531,750
GKD-c_10_n500_b03_m50_k02,7.2,7421,60000,61001,61005,71764,71759,74094/88458,7008/14364,0/0,7344,731
GKD-c_10_n500_b03_m50_k02,7.2,5811,60000,60978,61005,71760,71759,76086/90292,7232/14206,0/0,6963,694
GKD-c_10_n500_b03_m50_k02,7.2,4473,60000,60984,61005,71759,71759,75662/89870,7071/14208,0/0,7123,709
GKD-c_10_n500_b03_m50_k02,7.2,5249,60000,61001,61005,71769,71759,72366/86552,7436/14186,0/0,6737,670
GKD-c_10_n500_b03_m50_k02,7.2,8094,60000,61005,61005,71781,71759,72477/86657,7113/14180,0/0,7055,701
GKD-c_10_n500_b03_m50_k02,7.2,4217,60000,61005,61005,71759,71759,73760/88443,7638/14683,0/0,7029,698
GKD-c_10_n500_b03_m50_k02,7.2,52130,60000,61003,61005,71800,71759,67628/81934,6172/14306,0/0,8118,807
GKD-c_10_n500_b03_m50_k02,7.2,43711,60000,61004,61005,71773,71759,74381/87659,4860/13278,0/0,8405,837
GKD-c_10_n500_b03_m50_k02,7.2,9975,60000,61000,61005,71798,71759,75779/90291,6997/14512,0/0,7504,747
GKD-c_10_n500_b03_m50_k02,7.2,10454,60000,60997,61005,71776,71759,76407/90612,6555/14205,0/0,7636,760
GKD-c_10_n500_b03_m50_k02,7.2,11903,60000,60982,61005,71779,71759,69463/83480,6467/14017,0/0,7536,751
GKD-c_10_n500_b03_m50_k02,7.2,7037,60000,60987,61005,71775,71759,72409/86617,7084/14208,0/0,7114,709
GKD-c_10_n500_b03_m50_k02,7.2,4846,60000,60992,61005,71769,71759,77167/91508,7072/14341,0/0,7258,723
GKD-c_10_n500_b03_m50_k02,7.2,8757,60000,60988,61005,71775,71759,73074/87956,8390/14882,0/0,6480,644
GKD-c_10_n500_b03_m50_k02,7.2,44654,60000,61005,61005,71780,71759,70687/84933,6421/14246,0/0,7812,778
GKD-c_10_n500_b03_m50_k02,7.2,7437,60000,60941,61005,71761,71759,72829/87178,7013/14349,0/0,7322,729
GKD-c_10_n500_b03_m50_k02,7.2,16567,60000,60956,61005,71779,71759,71828/85977,6826/14149,0/0,7312,728
GKD-c_10_n500_b03_m50_k03,8.5,1531,60000,91153,91507,71938,71759,140016/146727,2125/6711,0/0,4574,455
GKD-c_10_n500_b03_m50_k03,8.5,2360,60000,91290,91507,71816,71759,154808/162057,1985/7249,0/0,5248,523
GKD-c_10_n500_b03_m50_k03,8.5,20703,60000,91329,91507,71889,71759,150937/158379,2299/7442,0/0,5118,505
GKD-c_10_n500_b03_m50_k03,8.4,3582,60000,90869,91507,71827,71759,171453/179576,2986/8123,0/0,5127,510
GKD-c_10_n500_b03_m50_k03,8.5,4189,60000,91078,91507,71849,71759,161654/169123,2298/7469,0/0,5155,513
GKD-c_10_n500_b03_m50_k03,8.5,5615,60000,91358,91507,71760,71759,161750/169212,1887/7462,0/0,5564,553
GKD-c_10_n500_b03_m50_k03,8.5,4415,60000,90194,91507,71776,71759,152206/159420,1896/7214,0/0,5301,527
GKD-c_10_n500_b03_m50_k03,8.4,1624,60000,90840,91507,71765,71759,182774/191009,2245/8235,0/0,5976,594
GKD-c_10_n500_b03_m50_k03,8.5,2035,60000,90832,91507,71795,71759,148377/155293,2138/6916,0/0,4764,473
GKD-c_10_n500_b03_m50_k03,8.5,1993,60000,91416,91507,71773,71759,146643/153825,2359/7182,0/0,4812,479
GKD-c_10_n500_b03_m50_k03,8.5,5050,60000,90442,91507,71783,71759,149535/156874,2618/7339,0/0,4708,468
GKD-c_10_n500_b03_m50_k03,8.5,12988,60000,90152,91507,71770,71759,156598/163693,2219/7095,0/0,4864,483
GKD-c_10_n500_b03_m50_k03,8.5,4016,60000,90304,91507,71765,71759,146455/153046,1625/6591,0/0,4955,493
GKD-c_10_n500_b03_m50_k03,8.5,2072,60000,90470,91507,71822,71759,151982/158970,1867/6988,0/0,5101,506
GKD-c_10_n500_b03_m50_k03,8.5,5866,60000,91361,91507,71763,71759,158395/166241,2838/7846,0/0,4990,497
GKD-c_10_n500_b03_m50_k03,8.5,1989,60000,91392,91507,71828,71759,147439/154565,2044/7126,0/0,5068,503
GKD-c_10_n500_b03_m50_k03,8.5,4521,60000,91404,91507,71774,71759,154278/161847,2218/7569,0/0,5338,529
GKD-c_10_n500_b03_m50_k03,8.5,3723,60000,90950,91507,71770,71759,152791/159884,1804/7093,0/0,5273,523
GKD-c_10_n500_b03_m50_k03,8.5,5529,60000,90505,91507,71777,71759,152838/159703,1724/6865,0/0,5122,508
GKD-c_10_n500_b03_m50_k03,8.5,1652,60000,89693,91507,71828,71759,149697/156500,1843/6803,0/0,4945,491
GKD-c_10_n500_b03_m50_k03,8.5,753,60000,91401,91507,71779,71759,152021/159561,2390/7540,0/0,5137,511
GKD-c_10_n500_b03_m50_k03,8.5,2004,60000,90929,91507,71772,71759,149848/156636,1736/6788,0/0,5039,500
GKD-c_10_n500_b03_m50_k03,8.5,5590,60000,89837,91507,71762,71759,149875/156503,1635/6628,0/0,4978,495
GKD-c_10_n500_b03_m50_k03,8.5,3498,60000,91014,91507,71786,71759,155060/162275,1792/7215,0/0,5406,538
GKD-c_10_n500_b03_m50_k03,8.5,484,60000,90404,91507,71772,71759,149275/156118,1977/6843,0/0,4856,484
GKD-c_10_n500_b03_m50_k03,8.5,3911,60000,90671,91507,71812,71759,135111/141781,2151/6670,0/0,4503,447
GKD-c_10_n500_b03_m50_k03,8.5,11688,60000,90968,91507,71901,71759,159739/167029,1954/7290,0/0,5321,527
GKD-c_10_n500_b03_m50_k03,8.5,4555,60000,91457,91507,71792,71759,155728/163010,2078/7282,0/0,5188,515
GKD-c_10_n500_b03_m50_k03,8.5,8564,60000,91477,91507,71792,71759,143379/150396,2052/7017,0/0,4942,491
GKD-c_10_n500_b03_m50_k03,8.5,1712,60000,91288,91507,71876,71759,155874/163092,1897/7218,0/0,5305,526
GKD_d_10_n2000_coor_b02_k02,4.85631,28820,60000,239725,246797,199260,199153,35344/36627,460/1283,0/0,794,74
GKD_d_10_n2000_coor_b02_k02,4.94254,58485,60000,246326,246797,199232,199153,37546/38859,391/1313,0/0,889,85
GKD_d_10_n2000_coor_b02_k02,4.82197,43534,60000,240086,246797,199189,199153,35972/37281,466/1309,0/0,813,77
GKD_d_10_n2000_coor_b02_k02,4.8461,59621,60000,242325,246797,199250,199153,37126/38411,384/1285,0/0,872,83
GKD_d_10_n2000_coor_b02_k02,4.88108,58714,60000,246078,246797,199302,199153,34302/35706,617/1404,0/0,761,73
GKD_d_10_n2000_coor_b02_k02,4.88263,60001,60000,245176,246797,199168,199153,38006/39313,389/1307,0/0,891,84
GKD_d_10_n2000_coor_b02_k02,4.88108,58894,60000,245102,246797,199226,199153,36372/37642,443/1270,0/0,802,76
GKD_d_10_n2000_coor_b02_k02,5.01893,58759,60000,242232,246797,199171,199153,34350/35698,512/1348,0/0,795,74
GKD_d_10_n2000_coor_b02_k02,5.01617,41168,60000,245750,246797,199170,199153,37683/39044,428/1361,0/0,895,84
GKD_d_10_n2000_coor_b02_k02,4.96572,32223,60000,245663,246797,199233,199153,37988/39341,436/1353,0/0,885,84
GKD_d_10_n2000_coor_b02_k02,5.01617,58583,60000,245295,246797,199181,199153,36849/38158,429/1309,0/0,854,79
GKD_d_10_n2000_coor_b02_k02,4.93363,54987,60000,242433,246797,199187,199153,34404/35703,485/1299,0/0,783,71
GKD_d_10_n2000_coor_b02_k02,5.01905,54833,60000,246341,246797,199314,199153,33126/34517,601/1391,0/0,757,72
GKD_d_10_n2000_coor_b02_k02,4.91508,42202,60000,246098,246797,199190,199153,35876/37230,461/1354,0/0,865,81
GKD_d_10_n2000_coor_b02_k02,4.88381,59546,60000,233833,246797,199185,199153,34902/36204,507/1302,0/0,775,72
GKD_d_10_n2000_coor_b02_k02,4.885,45837,60000,245431,246797,199195,199153,36047/37384,502/1337,0/0,802,75
GKD_d_10_n2000_coor_b02_k02,4.96572,33310,60000,246681,246797,199160,199153,36060/37463,552/1403,0/0,829,79
GKD_d_10_n2000_coor_b02_k02,4.94003,45822,60000,245123,246797,199221,199153,36620/37960,498/1340,0/0,808,74
GKD_d_10_n2000_coor_b02_k02,4.93363,43272,60000,243052,246797,199211,199153,36945/38290,399/1345,0/0,920,89
GKD_d_10_n2000_coor_b02_k02,4.86155,28338,60000,243304,246797,199230,199153,37204/38519,509/1315,0/0,785,73
GKD_d_10_n2000_coor_b02_k02,4.92933,54207,60000,239451,246797,199180,199153,36233/37582,518/1349,0/0,802,75
GKD_d_10_n2000_coor_b02_k02,4.98615,58528,60000,243788,246797,199164,199153,36003/37330,467/1327,0/0,824,77
GKD_d_10_n2000_coor_b02_k02,4.93363,54318,60000,243883,246797,199170,199153,36889/38203,419/1314,0/0,866,80
GKD_d_10_n2000_coor_b02_k02,4.9954,49222,60000,245099,246797,199218,199153,35145/36508,463/1363,0/0,863,80
GKD_d_10_n2000_coor_b02_k02,4.92933,49837,60000,242730,246797,199245,199153,35921/37250,460/1329,0/0,834,77
GKD_d_10_n2000_coor_b02_k02,5.04321,49576,60000,245546,246797,199299,199153,37944/39256,364/1312,0/0,922,87
GKD_d_10_n2000_coor_b02_k02,4.93363,33818,60000,242423,246797,199399,199153,35396/36746,528/1350,0/0,788,72
GKD_d_10_n2000_coor_b02_k02,4.93641,38496,60000,245031,246797,199155,199153,37741/39047,353/1306,0/0,921,88
GKD_d_10_n2000_coor_b02_k02,4.968,59197,60000,242387,246797,199294,199153,35818/37141,469/1323,0/0,824,78
GKD_d_10_n2000_coor_b02_k02,5.02302,50756,60000,246639,246797,199184,199153,36210/37550,393/1340,0/0,912,86
GKD_d_10_n2000_coor_b02_k03,4.99617,40114,60000,250973,370195,199191,199153,38229/39513,356/1284,0/0,895,83
GKD_d_10_n2000_coor_b02_k03,4.93363,39771,60000,248486,370195,199185,199153,37255/38541,408/1286,0/0,845,78
GKD_d_10_n2000_coor_b02_k03,4.85631,41576,60000,248124,370195,199166,199153,36358/37664,459/1306,0/0,822,79
GKD_d_10_n2000_coor_b02_k03,4.99345,57598,60000,250948,370195,199205,199153,37327/38637,382/1310,0/0,893,83
GKD_d_10_n2000_coor_b02_k03,4.93363,38833,60000,250904,370195,199155,199153,36647/37909,367/1262,0/0,870,83
GKD_d_10_n2000_coor_b02_k03,5.01487,59938,60000,251131,370195,199185,199153,37351/38647,425/1296,0/0,828,78
GKD_d_10_n2000_coor_b02_k03,5.01905,57978,60000,245677,370195,199161,199153,36871/38204,424/1333,0/0,871,83
GKD_d_10_n2000_coor_b02_k03,4.9863,44152,60000,251997,370195,199479,199153,36861/38208,492/1347,0/0,823,77
GKD_d_10_n2000_coor_b02_k03,4.98464,60001,60000,246318,370195,199233,199153,37589/38859,344/1270,0/0,901,85
GKD_d_10_n2000_coor_b02_k03,4.87567,59156,60000,243281,370195,199346,199153,38323/39610,396/1287,0/0,870,84
GKD_d_10_n2000_coor_b02_k03,4.97732,58170,60000,245261,370195,199181,199153,36216/37760,718/1544,0/0,793,74
GKD_d_10_n2000_coor_b02_k03,4.9954,59273,60000,246640,370195,199200,199153,37178/38466,442/1288,0/0,805,74
GKD_d_10_n2000_coor_b02_k03,4.94581,55070,60000,247806,370195,199321,199153,35079/36446,557/1367,0/0,780,73
GKD_d_10_n2000_coor_b02_k03,4.94204,40468,60000,250761,370195,199369,199153,38194/39482,374/1288,0/0,879,82
GKD_d_10_n2000_coor_b02_k03,5.01893,55686,60000,245406,370195,199290,199153,34675/36007,483/1332,0/0,814,73
GKD_d_10_n2000_coor_b02_k03,4.91123,59853,60000,245580,370195,199196,199153,36974/38313,454/1339,0/0,857,82
GKD_d_10_n2000_coor_b02_k03,4.89714,54809,60000,242067,370195,199304,199153,37410/38730,471/1320,0/0,821,77
GKD_d_10_n2000_coor_b02_k03,4.94204,22089,60000,250837,370195,199248,199153,37890/39137,349/1247,0/0,874,84
GKD_d_10_n2000_coor_b02_k03,5.03095,51623,60000,249973,370195,199153,199153,36106/37451,456/1345,0/0,857,81
GKD_d_10_n2000_coor_b02_k03,4.94723,53034,60000,250624,370195,199178,199153,34763/36181,622/1418,0/0,771,72
GKD_d_10_n2000_coor_b02_k03,4.86155,32867,60000,244032,370195,199197,199153,35587/36857,419/1270,0/0,827,79
GKD_d_10_n2000_coor_b02_k03,4.96789,53856,60000,244027,370195,199157,199153,38212/39535,398/1323,0/0,898,82
GKD_d_10_n2000_coor_b02_k03,4.91795,46205,60000,239459,370195,199155,199153,35004/36266,440/1262,0/0,791,75
GKD_d_10_n2000_coor_b02_k03,4.93363,50163,60000,247035,370195,199189,199153,36017/37325,436/1308,0/0,833,78
GKD_d_10_n2000_coor_b02_k03,5.03095,35020,60000,249084,370195,199268,199153,36666/37948,408/1282,0/0,843,78
GKD_d_10_n2000_coor_b02_k03,5.01617,48393,60000,241560,370195,199164,199153,36444/37735,418/1291,0/0,834,74
GKD_d_10_n2000_coor_b02_k03,4.95431,46481,60000,243315,370195,199261,199153,37901/39167,383/1266,0/0,849,79
GKD_d_10_n2000_coor_b02_k03,4.99345,56149,60000,247732,370195,199285,199153,36893/38185,378/1292,0/0,878,83
GKD_d_10_n2000_coor_b02_k03,5.01617,53795,60000,249173,370195,199242,199153,35029/36347,473/1318,0/0,810,77
GKD_d_10_n2000_coor_b02_k03,4.94262,58639,60000,246745,370195,199295,199153,35981/37292,461/1311,0/0,820,76
GKD_d_10_n2000_coor_b03_k02,2.21447,12142,60000,246688,246797,298741,298730,7290/8628,815/1338,0/0,515,49
GKD_d_10_n2000_coor_b03_k02,2.36906,45600,60000,246763,246797,298777,298730,7795/9002,636/1207,0/0,550,52
GKD_d_10_n2000_coor_b03_k02,2.35577,36489,60000,246762,246797,298768,298730,7116/8442,798/1326,0/0,513,48
GKD_d_10_n2000_coor_b03_k02,2.28293,52369,60000,246789,246797,298733,298730,7566/8929,827/1363,0/0,523,51
GKD_d_10_n2000_coor_b03_k02,2.35577,44211,60000,246751,246797,298742,298730,7678/8875,640/1197,0/0,541,51
GKD_d_10_n2000_coor_b03_k02,2.21447,13706,60000,246745,246797,298768,298730,7530/8759,701/1229,0/0,517,50
GKD_d_10_n2000_coor_b03_k02,2.37384,59742,60000,246755,246797,298741,298730,7349/8561,651/1212,0/0,540,50
GKD_d_10_n2000_coor_b03_k02,2.21447,16786,60000,246728,246797,298788,298730,7246/8556,766/1310,0/0,533,51
GKD_d_10_n2000_coor_b03_k02,2.36906,48821,60000,246791,246797,298748,298730,7509/8764,693/1255,0/0,548,51
GKD_d_10_n2000_coor_b03_k02,2.21447,7114,60000,246723,246797,298764,298730,7612/8910,753/1298,0/0,537,51
GKD_d_10_n2000_coor_b03_k02,2.21447,11855,60000,246754,246797,298746,298730,7250/8569,789/1319,0/0,522,50
GKD_d_10_n2000_coor_b03_k02,2.28293,56755,60000,246772,246797,298806,298730,7613/8852,671/1239,0/0,552,52
GKD_d_10_n2000_coor_b03_k02,2.21447,10062,60000,246748,246797,298740,298730,7952/9206,725/1254,0/0,523,51
GKD_d_10_n2000_coor_b03_k02,2.36906,52628,60000,246785,246797,298762,298730,7404/8766,813/1362,0/0,530,49
GKD_d_10_n2000_coor_b03_k02,2.21447,6366,60000,246763,246797,298772,298730,7541/8816,722/1275,0/0,541,51
GKD_d_10_n2000_coor_b03_k02,2.21447,50791,60000,246725,246797,298738,298730,7403/8723,787/1320,0/0,522,49
GKD_d_10_n2000_coor_b03_k02,2.21447,12850,60000,246784,246797,298780,298730,7528/8808,751/1280,0/0,522,51
GKD_d_10_n2000_coor_b03_k02,2.29566,57966,60000,246793,246797,298749,298730,7910/9186,733/1276,0/0,531,50
GKD_d_10_n2000_coor_b03_k02,2.42971,52785,60000,246757,246797,298768,298730,7443/8759,777/1316,0/0,519,48
GKD_d_10_n2000_coor_b03_k02,2.21447,4088,60000,246794,246797,298748,298730,7288/8491,644/1203,0/0,553,54
GKD_d_10_n2000_coor_b03_k02,2.23852,55468,60000,246752,246797,298738,298730,7752/9064,769/1312,0/0,534,52
GKD_d_10_n2000_coor_b03_k02,2.21447,20192,60000,246764,246797,298735,298730,7328/8664,798/1336,0/0,525,49
GKD_d_10_n2000_coor_b03_k02,2.28293,25419,60000,246750,246797,298739,298730,7095/8418,794/1323,0/0,512,48
GKD_d_10_n2000_coor_b03_k02,2.35577,58834,60000,246777,246797,298805,298730,7537/8856,799/1319,0/0,505,48
GKD_d_10_n2000_coor_b03_k02,2.28293,55192,60000,246785,246797,298743,298730,7124/8488,847/1364,0/0,506,48
GKD_d_10_n2000_coor_b03_k02,2.42971,52597,60000,246769,246797,298737,298730,7590/8942,824/1352,0/0,517,49
GKD_d_10_n2000_coor_b03_k02,2.30523,55486,60000,246791,246797,298781,298730,6775/8019,682/1244,0/0,540,49
GKD_d_10_n2000_coor_b03_k02,2.36906,36666,60000,246725,246797,298781,298730,7857/9066,651/1209,0/0,544,52
GKD_d_10_n2000_coor_b03_k02,2.28531,59451,60000,246793,246797,298731,298730,7561/8855,761/1294,0/0,521,50
GKD_d_10_n2000_coor_b03_k02,2.21447,8494,60000,246777,246797,298769,298730,7933/9261,799/1328,0/0,519,50
GKD_d_10_n2000_coor_b03_k03,3.5985,53059,60000,368818,370195,298743,298730,17864/18778,477/914,0/0,409,36
GKD_d_10_n2000_coor_b03_k03,3.6193,42695,60000,367241,370195,298742,298730,20861/21760,346/899,0/0,520,47
GKD_d_10_n2000_coor_b03_k03,3.60887,24921,60000,363615,370195,298737,298730,20996/21941,456/945,0/0,465,42
GKD_d_10_n2000_coor_b03_k03,3.6193,48391,60000,365754,370195,298752,298730,20834/21707,403/873,0/0,452,42
GKD_d_10_n2000_coor_b03_k03,3.59926,51552,60000,366711,370195,298787,298730,20001/20936,453/935,0/0,457,41
GKD_d_10_n2000_coor_b03_k03,3.63467,54177,60000,368741,370195,298810,298730,20417/21339,437/922,0/0,463,42
