Instance, Min Distance, Time To Best (ms), Max Time (ms), Cost, Max Cost, Capacity, Min Capacity, LS1, LS2, LS3, Shake Iters, Shake Loops
MDG-b_03_n500_b03_m50_k02,12.4,441,60000,63749,63776,76523,76495,95289/112569,8098/17280,0/0,9174,915
MDG-b_03_n500_b03_m50_k02,12.4,655,60000,63751,63776,76499,76495,95787/111575,6509/15788,0/0,9270,925
MDG-b_03_n500_b03_m50_k02,12.8,59482,60000,63751,63776,76497,76495,99905/117029,8865/17124,0/0,8250,822
MDG-b_03_n500_b03_m50_k02,12.4,1142,60000,63697,63776,76496,76495,92933/109738,7764/16805,0/0,9029,899
MDG-b_03_n500_b03_m50_k02,12.4,1283,60000,63658,63776,76528,76495,96107/113768,8924/17661,0/0,8725,869
MDG-b_03_n500_b03_m50_k02,12.4,1678,60000,63699,63776,76509,76495,94992/112578,8535/17586,0/0,9040,901
MDG-b_03_n500_b03_m50_k02,12.4,342,60000,63676,63776,76525,76495,100538/117678,8499/17140,0/0,8631,861
MDG-b_03_n500_b03_m50_k03,28.1,3731,60000,93543,95664,76824,76495,335177/348526,4389/13349,0/0,8944,891
MDG-b_03_n500_b03_m50_k03,28.1,9769,60000,93726,95664,76525,76495,340971/354227,3418/13256,0/0,9816,977
MDG-b_03_n500_b03_m50_k03,28.6,32014,60000,93609,95664,76511,76495,348351/362099,3913/13748,0/0,9810,977
MDG-b_03_n500_b03_m50_k03,27,1043,60000,91862,95664,76550,76495,363555/376792,2430/13237,0/0,10796,1077
MDG-b_03_n500_b03_m50_k03,28.7,10692,60000,91138,95664,76707,76495,293053/307901,7313/14848,0/0,7508,742
MDG-b_03_n500_b03_m50_k03,25.8,18943,60000,91259,95664,76526,76495,333583/346617,3420/13034,0/0,9600,958
MDG-b_03_n500_b03_m50_k03,28.6,6393,60000,90683,95664,76562,76495,329468/343000,4370/13532,0/0,9142,910
MDG-b_03_n500_b03_m50_k03,28.7,43887,60000,89796,95664,76501,76495,313069/326215,5046/13146,0/0,8077,802
MDG-b_03_n500_b03_m50_k03,28.7,23982,60000,91296,95664,76518,76495,351676/364671,3089/12995,0/0,9885,985
MDG-b_03_n500_b03_m50_k03,27.8,43809,60000,90718,95664,76525,76495,331680/344534,3231/12854,0/0,9606,959
MDG-b_03_n500_b03_m50_k03,28.1,12447,60000,94797,95664,76555,76495,339664/353660,4351/13996,0/0,9628,961
MDG-b_03_n500_b03_m50_k03,28.1,11071,60000,93540,95664,76584,76495,336457/349796,4106/13339,0/0,9213,917
MDG-b_03_n500_b03_m50_k03,25.3,15793,60000,95079,95664,76557,76495,297587/311281,5655/13694,0/0,8024,801
MDG-b_03_n500_b03_m50_k03,28.1,8078,60000,93002,95664,76517,76495,334044/347663,4159/13619,0/0,9437,941
MDG-b_03_n500_b03_m50_k03,28.7,16724,60000,91918,95664,76620,76495,336297/349451,4073/13154,0/0,9061,902
MDG-b_03_n500_b03_m50_k03,28.6,32976,60000,93331,95664,76645,76495,349550/362813,2651/13263,0/0,10595,1057
MDG-b_03_n500_b03_m50_k03,28.6,27984,60000,90978,95664,76543,76495,341104/354546,3096/13442,0/0,10321,1027
MDG-b_03_n500_b03_m50_k03,28.6,34601,60000,90907,95664,76551,76495,327810/340711,3551/12901,0/0,9326,929
MDG-b_03_n500_b03_m50_k03,28.2,39759,60000,93286,95664,76595,76495,336809/350224,3731/13415,0/0,9654,959
MDG-b_03_n500_b03_m50_k03,27.2,19429,60000,95320,95664,76532,76495,328793/342601,4679/13808,0/0,9112,906
MDG-b_03_n500_b03_m50_k03,28.1,2104,60000,92423,95664,76504,76495,352374/365348,3005/12974,0/0,9953,991
MDG-b_03_n500_b03_m50_k03,28.1,55401,60000,93345,95664,76587,76495,349201/362901,3822/13700,0/0,9858,982
MDG-b_03_n500_b03_m50_k03,28.7,1670,60000,92219,95664,76643,76495,299811/314648,6795/14837,0/0,8028,799
MDG-b_03_n500_b03_m50_k03,28.6,40669,60000,92240,95664,76541,76495,313642/326761,4476/13119,0/0,8611,857
MDG-b_03_n500_b03_m50_k03,26.2,16780,60000,94437,95664,76495,76495,312543/327138,6122/14595,0/0,8458,843
MDG-b_03_n500_b03_m50_k03,27.2,12913,60000,94752,95664,76695,76495,307350/320423,4749/13073,0/0,8307,827
MDG-b_03_n500_b03_m50_k03,28.1,7926,60000,93636,95664,76525,76495,346691/359670,2862/12979,0/0,10094,1005
MDG-b_03_n500_b03_m50_k03,28.1,4239,60000,92505,95664,76598,76495,352189/365266,3211/13077,0/0,9851,981
MDG-b_03_n500_b03_m50_k03,27.7,5563,60000,93847,95664,76497,76495,335662/348899,4143/13237,0/0,9080,906
MDG-b_03_n500_b03_m50_k03,28.7,18941,60000,95580,95664,76502,76495,325663/339350,3968/13687,0/0,9703,967
MDG-b_04_n500_b02_m50_k02,56.7,6116,60000,59421,60079,49054,49006,446906/466013,5536/19107,0/0,13557,1353
MDG-b_04_n500_b02_m50_k02,54.5,11858,60000,59407,60079,49060,49006,457442/476511,3959/19069,0/0,15094,1506
MDG-b_04_n500_b02_m50_k02,57.5,51008,60000,59057,60079,49115,49006,442414/462660,6433/20246,0/0,13795,1375
MDG-b_04_n500_b02_m50_k02,55.4,5456,60000,59951,60079,49093,49006,438545/458901,7036/20356,0/0,13293,1324
MDG-b_04_n500_b02_m50_k02,58.7,20494,60000,59101,60079,49012,49006,451563/471074,3881/19511,0/0,15609,1557
MDG-b_04_n500_b02_m50_k02,55.4,13713,60000,57578,60079,49109,49006,471673/490881,5955/19208,0/0,13238,1319
MDG-b_04_n500_b02_m50_k02,57.8,19286,60000,59595,60079,49037,49006,481393/500325,5220/18932,0/0,13686,1364
MDG-b_04_n500_b02_m50_k02,53.4,3268,60000,58304,60079,49062,49006,433106/452436,6431/19330,0/0,12885,1285
MDG-b_04_n500_b02_m50_k02,57.5,55365,60000,56426,60079,49028,49006,477199/496499,5067/19300,0/0,14219,1419
MDG-b_04_n500_b02_m50_k02,58,54085,60000,57175,60079,49117,49006,470320/488808,4236/18488,0/0,14232,1419
MDG-b_04_n500_b02_m50_k02,57.5,2823,60000,58093,60079,49045,49006,477041/495478,3371/18437,0/0,15055,1502
MDG-b_04_n500_b02_m50_k02,55.4,8143,60000,56574,60079,49023,49006,466547/485013,4521/18466,0/0,13927,1390
MDG-b_04_n500_b02_m50_k02,51.2,15940,60000,56088,60079,49065,49006,439104/457369,6633/18265,0/0,11620,1160
MDG-b_04_n500_b02_m50_k02,57.5,1943,60000,57722,60079,49213,49006,479416/498264,3838/18848,0/0,14988,1496
MDG-b_04_n500_b02_m50_k02,57.8,3183,60000,59967,60079,49082,49006,466807/486883,5269/20076,0/0,14788,1474
MDG-b_04_n500_b02_m50_k02,57.8,15754,60000,59035,60079,49062,49006,464523/483752,5055/19229,0/0,14154,1412
MDG-b_04_n500_b02_m50_k02,58,22467,60000,57590,60079,49053,49006,477279/496041,3728/18762,0/0,15017,1497
MDG-b_04_n500_b02_m50_k02,55.4,7994,60000,58429,60079,49008,49006,478866/497409,3792/18543,0/0,14729,1466
MDG-b_04_n500_b02_m50_k02,57.8,56257,60000,58068,60079,49052,49006,452735/472522,6039/19787,0/0,13726,1366
MDG-b_04_n500_b02_m50_k02,58.5,38089,60000,59239,60079,49013,49006,454529/475080,6099/20551,0/0,14430,1440
MDG-b_04_n500_b02_m50_k02,58,58541,60000,59602,60079,49034,49006,451003/471332,5693/20329,0/0,14614,1457
MDG-b_04_n500_b02_m50_k02,58,28754,60000,59661,60079,49033,49006,469174/488280,4629/19106,0/0,14457,1441
MDG-b_04_n500_b02_m50_k02,57.8,6725,60000,57905,60079,49176,49006,484904/503263,3338/18359,0/0,15005,1495
MDG-b_04_n500_b02_m50_k02,51.7,1695,60000,59350,60079,49051,49006,433106/452548,6275/19442,0/0,13157,1313
MDG-b_04_n500_b02_m50_k02,55.9,32070,60000,57824,60079,49008,49006,461399/480090,3902/18691,0/0,14776,1476
MDG-b_04_n500_b02_m50_k02,55.6,33108,60000,59033,60079,49067,49006,463735/482843,4972/19108,0/0,14119,1408
MDG-b_04_n500_b02_m50_k02,57.8,22034,60000,60048,60079,49029,49006,467863/487662,5140/19799,0/0,14646,1462
MDG-b_04_n500_b02_m50_k02,57.8,26319,60000,58586,60079,49159,49006,442986/462117,5180/19131,0/0,13923,1388
MDG-b_04_n500_b02_m50_k02,57.5,2529,60000,59802,60079,49213,49006,456527/476101,4717/19574,0/0,14837,1480
MDG-b_04_n500_b02_m50_k02,57.8,37660,60000,58800,60079,49033,49006,458497/478520,5953/20023,0/0,14054,1402
MDG-b_04_n500_b02_m50_k03,57.2,5972,60000,59313,90118,49311,49006,484784/502771,4217/17987,0/0,13760,1374
MDG-b_04_n500_b02_m50_k03,57.8,4261,60000,61345,90118,49187,49006,444775/466624,10466/21849,0/0,11362,1132
MDG-b_04_n500_b02_m50_k03,58,3717,60000,62158,90118,49061,49006,445772/464503,4419/18731,0/0,14293,1425
MDG-b_04_n500_b02_m50_k03,57.8,5609,60000,57889,90118,49043,49006,463067/482226,6710/19159,0/0,12434,1241
MDG-b_04_n500_b02_m50_k03,57.5,16729,60000,58942,90118,49096,49006,452683/471991,7098/19308,0/0,12193,1216
MDG-b_04_n500_b02_m50_k03,58,12123,60000,62086,90118,49038,49006,461340/480064,2391/18724,0/0,16311,1627
MDG-b_04_n500_b02_m50_k03,58,50290,60000,61792,90118,49072,49006,476024/494462,5138/18438,0/0,13282,1325
MDG-b_04_n500_b02_m50_k03,57.5,7932,60000,61903,90118,49023,49006,461668/480959,6454/19291,0/0,12821,1279
MDG-b_04_n500_b02_m50_k03,57.5,27348,60000,59944,90118,49080,49006,469925/489284,6215/19359,0/0,13131,1310
MDG-b_04_n500_b02_m50_k03,56,48390,60000,60283,90118,49058,49006,463167/482181,5570/19014,0/0,13426,1339
MDG-b_04_n500_b02_m50_k03,57.2,14414,60000,58856,90118,49069,49006,469789/487329,4416/17540,0/0,13113,1308
MDG-b_04_n500_b02_m50_k03,57.5,8467,60000,57567,90118,49087,49006,471411/490245,4366/18834,0/0,14449,1442
MDG-b_04_n500_b02_m50_k03,58,29518,60000,62127,90118,49062,49006,464528/483072,3036/18544,0/0,15489,1545
MDG-b_04_n500_b02_m50_k03,57.5,45074,60000,61591,90118,49018,49006,466359/485397,5933/19038,0/0,13086,1305
MDG-b_04_n500_b02_m50_k03,57.8,19193,60000,59643,90118,49123,49006,503246/522010,3138/18764,0/0,15598,1554
MDG-b_04_n500_b02_m50_k03,55.4,1710,60000,64032,90118,49237,49006,452223/470587,7450/18364,0/0,10903,1088
MDG-b_04_n500_b02_m50_k03,59.6,22215,60000,61197,90118,49345,49006,498470/517094,3796/18624,0/0,14808,1478
MDG-b_04_n500_b02_m50_k03,58.4,46871,60000,61899,90118,49038,49006,496588/515616,4385/19028,0/0,14626,1459
MDG-b_04_n500_b02_m50_k03,58,9880,60000,59364,90118,49008,49006,488484/507176,1809/18692,0/0,16859,1681
MDG-b_04_n500_b02_m50_k03,56.9,49597,60000,56549,90118,49113,49006,484178/502754,2817/18576,0/0,15741,1570
MDG-b_04_n500_b02_m50_k03,57.8,31352,60000,62391,90118,49111,49006,495945/514868,4306/18923,0/0,14597,1456
MDG-b_04_n500_b02_m50_k03,57.5,6309,60000,60362,90118,49084,49006,467939/485915,5097/17976,0/0,12859,1282
MDG-b_04_n500_b02_m50_k03,57.2,30325,60000,61025,90118,49010,49006,465623/484979,6278/19356,0/0,13061,1302
MDG-b_04_n500_b02_m50_k03,55.6,2170,60000,57765,90118,49007,49006,475720/494037,4509/18317,0/0,13794,1376
MDG-b_04_n500_b02_m50_k03,58.5,7533,60000,60855,90118,49298,49006,488111/507309,5126/19198,0/0,14041,1398
MDG-b_04_n500_b02_m50_k03,58.1,14406,60000,58507,90118,49167,49006,439750/458858,7654/19108,0/0,11432,1138
MDG-b_04_n500_b02_m50_k03,58.1,27166,60000,61032,90118,49054,49006,492424/511083,2832/18659,0/0,15800,1575
MDG-b_04_n500_b02_m50_k03,57.2,20005,60000,58747,90118,49155,49006,444374/461582,4143/17208,0/0,13042,1300
MDG-b_04_n500_b02_m50_k03,57.8,885,60000,58081,90118,49012,49006,393994/407798,2380/13804,0/0,11411,1139
MDG-b_04_n500_b02_m50_k03,57.5,22740,60000,63066,90118,49009,49006,413537/429111,3621/15574,0/0,11937,1191
MDG-b_04_n500_b03_m50_k02,11.2,5866,60000,60009,60079,73532,73509,55522/73177,7855/17655,0/0,9787,976
MDG-b_04_n500_b03_m50_k02,11.2,2719,60000,60064,60079,73529,73509,62802/81661,9204/18859,0/0,9641,960
MDG-b_04_n500_b03_m50_k02,11.2,5458,60000,60069,60079,73513,73509,48964/65064,5227/16100,0/0,10860,1084
MDG-b_04_n500_b03_m50_k02,11.2,2822,60000,60072,60079,73512,73509,57561/75172,7891/17611,0/0,9712,970
MDG-b_04_n500_b03_m50_k02,11.2,642,60000,60068,60079,73510,73509,63560/81693,8449/18133,0/0,9674,965
MDG-b_04_n500_b03_m50_k02,11.2,4868,60000,60076,60079,73529,73509,55334/73393,8216/18059,0/0,9828,977
MDG-b_04_n500_b03_m50_k02,11.2,1807,60000,60067,60079,73514,73509,55008/72840,7905/17832,0/0,9910,988
MDG-b_04_n500_b03_m50_k02,11.2,1296,60000,60076,60079,73562,73509,65293/83780,9007/18487,0/0,9470,945
MDG-b_04_n500_b03_m50_k02,11.2,434,60000,60071,60079,73511,73509,64950/83513,9177/18563,0/0,9377,935
MDG-b_04_n500_b03_m50_k02,11.2,7045,60000,60057,60079,73516,73509,54207/72037,7601/17830,0/0,10219,1021
MDG-b_04_n500_b03_m50_k02,11.2,1308,60000,60057,60079,73529,73509,56284/74266,7877/17982,0/0,10090,1005
MDG-b_04_n500_b03_m50_k02,11.2,1680,60000,60071,60079,73537,73509,61773/78917,6465/17144,0/0,10667,1064
MDG-b_04_n500_b03_m50_k02,11.2,2863,60000,60079,60079,73516,73509,55573/73161,7707/17588,0/0,9862,983
MDG-b_04_n500_b03_m50_k02,11.2,632,60000,60017,60079,73510,73509,66774/83500,6004/16726,0/0,10708,1068
MDG-b_04_n500_b03_m50_k02,11.2,2911,60000,60055,60079,73529,73509,53778/71353,7243/17575,0/0,10318,1029
MDG-b_04_n500_b03_m50_k02,11.2,2619,60000,60073,60079,73526,73509,66235/84661,9184/18426,0/0,9231,920
MDG-b_04_n500_b03_m50_k02,11.2,2282,60000,60070,60079,73521,73509,59494/77690,8083/18196,0/0,10102,1007
MDG-b_04_n500_b03_m50_k02,11.2,394,60000,60075,60079,73512,73509,59242/77993,9364/18751,0/0,9381,937
MDG-b_04_n500_b03_m50_k02,11.3,9825,60000,60072,60079,73511,73509,57604/74912,7317/17308,0/0,9980,995
MDG-b_04_n500_b03_m50_k02,11.2,5401,60000,60030,60079,73512,73509,56849/73661,6351/16812,0/0,10439,1039
MDG-b_04_n500_b03_m50_k02,11.2,466,60000,60059,60079,73539,73509,54245/71412,6880/17167,0/0,10276,1026
MDG-b_04_n500_b03_m50_k02,11.2,8045,60000,60064,60079,73529,73509,63205/81352,8608/18147,0/0,9527,950
MDG-b_04_n500_b03_m50_k02,11.2,2052,60000,60050,60079,73520,73509,58199/77174,9947/18975,0/0,9017,899
MDG-b_04_n500_b03_m50_k02,11.2,9387,60000,60075,60079,73523,73509,62783/81515,9848/18732,0/0,8877,886
MDG-b_04_n500_b03_m50_k02,11.2,2513,60000,60076,60079,73528,73509,58220/75883,7370/17663,0/0,10276,1024
MDG-b_04_n500_b03_m50_k02,11.2,10631,60000,60072,60079,73526,73509,68602/86748,8370/18146,0/0,9764,973
MDG-b_04_n500_b03_m50_k02,11.2,1749,60000,60076,60079,73512,73509,62413/80494,8332/18081,0/0,9740,971
MDG-b_04_n500_b03_m50_k02,11.3,21017,60000,60071,60079,73573,73509,61963/78561,6565/16598,0/0,10020,999
MDG-b_04_n500_b03_m50_k02,11.2,805,60000,60025,60079,73540,73509,60200/77802,7394/17602,0/0,10195,1017
MDG-b_04_n500_b03_m50_k02,11.2,6144,60000,60048,60079,73511,73509,52757/70531,7913/17774,0/0,9850,981
MDG-b_04_n500_b03_m50_k03,28.1,40617,60000,90030,90118,73527,73509,319984/334112,5022/14128,0/0,9088,904
MDG-b_04_n500_b03_m50_k03,29.5,57136,60000,89037,90118,73514,73509,324933/338402,3215/13469,0/0,10225,1014
MDG-b_04_n500_b03_m50_k03,26.1,58424,60000,89655,90118,73697,73509,331117/344797,3532/13680,0/0,10125,1007
MDG-b_04_n500_b03_m50_k03,28.1,38134,60000,89811,90118,73623,73509,331244/345245,3881/14001,0/0,10104,1007
MDG-b_04_n500_b03_m50_k03,26.8,15437,60000,90006,90118,73515,73509,314663/327816,2994/13153,0/0,10142,1008
MDG-b_04_n500_b03_m50_k03,26.3,32548,60000,90058,90118,73519,73509,297882/311474,5341/13592,0/0,8230,819
MDG-b_04_n500_b03_m50_k03,26.8,3927,60000,88456,90118,73544,73509,327639/341695,4527/14056,0/0,9516,948
MDG-b_04_n500_b03_m50_k03,28,11216,60000,88863,90118,73530,73509,340303/353662,3674/13359,0/0,9663,963
MDG-b_04_n500_b03_m50_k03,28.9,38775,60000,89905,90118,73510,73509,302014/315646,4644/13632,0/0,8961,891
MDG-b_04_n500_b03_m50_k03,28.1,5653,60000,87763,90118,73532,73509,327082/340226,2730/13144,0/0,10396,1037
MDG-b_04_n500_b03_m50_k03,28.1,55804,60000,90063,90118,73587,73509,326088/339812,3184/13724,0/0,10522,1048
MDG-b_04_n500_b03_m50_k03,28.1,52587,60000,89405,90118,73511,73509,317446/331339,4415/13893,0/0,9459,941
MDG-b_04_n500_b03_m50_k03,28.3,20123,60000,89958,90118,73633,73509,330865/344729,3942/13864,0/0,9896,983
MDG-b_04_n500_b03_m50_k03,28.8,14329,60000,88188,90118,73515,73509,317008/330637,4498/13629,0/0,9108,908
MDG-b_04_n500_b03_m50_k03,26.7,12067,60000,88441,90118,73606,73509,339782/353496,4058/13714,0/0,9636,961
MDG-b_04_n500_b03_m50_k03,28.9,17864,60000,89007,90118,73624,73509,333090/346679,2998/13589,0/0,10567,1051
MDG-b_04_n500_b03_m50_k03,27.6,2477,60000,89655,90118,73510,73509,313308/327315,5394/14007,0/0,8600,857
MDG-b_04_n500_b03_m50_k03,27.2,57771,60000,88717,90118,73517,73509,295060/308685,5416/13625,0/0,8191,815
MDG-b_04_n500_b03_m50_k03,28.9,34897,60000,89090,90118,73548,73509,298504/312494,5472/13990,0/0,8493,844
MDG-b_04_n500_b03_m50_k03,26.9,15581,60000,88518,90118,73594,73509,287043/301406,6631/14363,0/0,7713,768
MDG-b_04_n500_b03_m50_k03,26.8,2934,60000,89990,90118,73584,73509,308031/321988,5276/13957,0/0,8671,865
MDG-b_04_n500_b03_m50_k03,26.3,31370,60000,89825,90118,73520,73509,336613/350553,3657/13940,0/0,10269,1023
MDG-b_04_n500_b03_m50_k03,28,3370,60000,88336,90118,73524,73509,320910/334176,4575/13266,0/0,8676,862
MDG-b_04_n500_b03_m50_k03,27.2,31535,60000,88156,90118,73533,73509,304338/317487,4473/13149,0/0,8651,860
MDG-b_04_n500_b03_m50_k03,26.6,19863,60000,88623,90118,73528,73509,321430/335440,4755/14010,0/0,9241,921
MDG-b_04_n500_b03_m50_k03,28.9,48056,60000,89239,90118,73537,73509,309299/323512,5736/14213,0/0,8456,841
MDG-b_04_n500_b03_m50_k03,26.8,32121,60000,89851,90118,73656,73509,324932/338738,4188/13806,0/0,9605,957
MDG-b_04_n500_b03_m50_k03,28.3,17654,60000,89751,90118,73523,73509,314063/328103,5287/14040,0/0,8739,872
MDG-b_04_n500_b03_m50_k03,27.6,17106,60000,90100,90118,73582,73509,302069/315766,4853/13697,0/0,8828,877
MDG-b_04_n500_b03_m50_k03,28,51995,60000,88182,90118,73509,73509,329868/342868,3402/13000,0/0,9583,955
MDG-b_05_n500_b02_m50_k02,54,50962,60000,61039,62742,49632,49615,453340/473067,7751/19727,0/0,11953,1191
MDG-b_05_n500_b02_m50_k02,56.9,1674,60000,60328,62742,49658,49615,454361/473117,5511/18756,0/0,13224,1318
MDG-b_05_n500_b02_m50_k02,56.1,36059,60000,59436,62742,49618,49615,457558/476049,4084/18491,0/0,14391,1435
MDG-b_05_n500_b02_m50_k02,57.5,5462,60000,60297,62742,49648,49615,469963/490037,7006/20074,0/0,13048,1300
MDG-b_05_n500_b02_m50_k02,57.8,38072,60000,61387,62742,49624,49615,467630/486928,4041/19298,0/0,15239,1520
MDG-b_05_n500_b02_m50_k02,60.4,28953,60000,58881,62742,49689,49615,488959/508298,4602/19339,0/0,14709,1465
MDG-b_05_n500_b02_m50_k02,56.3,642,60000,60837,62742,49725,49615,458800/477090,4222/18290,0/0,14058,1404
MDG-b_05_n500_b02_m50_k02,56.9,7264,60000,58944,62742,49665,49615,450560/469666,6335/19106,0/0,12750,1271
MDG-b_05_n500_b02_m50_k02,57.5,50592,60000,60043,62742,49717,49615,469908/488248,3764/18340,0/0,14556,1450
MDG-b_05_n500_b02_m50_k02,56.9,30028,60000,61368,62742,49849,49615,451166/469630,4583/18464,0/0,13856,1381
MDG-b_05_n500_b02_m50_k02,60.4,20337,60000,59033,62742,49666,49615,483808/503075,4280/19267,0/0,14960,1491
MDG-b_05_n500_b02_m50_k02,56.2,936,60000,57261,62742,49753,49615,443851/462167,6403/18316,0/0,11890,1185
MDG-b_05_n500_b02_m50_k02,58.3,24564,60000,59068,62742,49633,49615,476635/495293,4304/18658,0/0,14333,1430
MDG-b_05_n500_b02_m50_k02,60.4,23037,60000,58849,62742,49662,49615,479426/497991,3811/18565,0/0,14723,1468
MDG-b_05_n500_b02_m50_k02,56.9,6295,60000,60792,62742,49656,49615,474055/492898,4546/18843,0/0,14279,1422
MDG-b_05_n500_b02_m50_k02,55.2,16768,60000,60005,62742,49637,49615,463911/482347,4239/18436,0/0,14177,1413
MDG-b_05_n500_b02_m50_k02,56.3,8356,60000,60044,62742,49632,49615,485092/503683,4299/18591,0/0,14272,1423
MDG-b_05_n500_b02_m50_k02,58.3,9506,60000,58791,62742,49615,49615,486369/504924,2296/18555,0/0,16237,1617
MDG-b_05_n500_b02_m50_k02,56.5,1404,60000,59093,62742,49654,49615,479998/498256,5478/18258,0/0,12768,1273
MDG-b_05_n500_b02_m50_k02,54.4,17078,60000,60742,62742,49901,49615,438577/457988,7751/19411,0/0,11647,1162
MDG-b_05_n500_b02_m50_k02,59.1,39976,60000,60555,62742,49708,49615,468798/487860,5442/19062,0/0,13598,1355
MDG-b_05_n500_b02_m50_k02,56.5,37668,60000,61894,62742,49751,49615,453531/472627,5599/19096,0/0,13475,1343
MDG-b_05_n500_b02_m50_k02,56.5,15555,60000,61170,62742,49790,49615,450566/468996,3074/18430,0/0,15337,1528
MDG-b_05_n500_b02_m50_k02,56.2,20171,60000,58731,62742,49644,49615,451484/470785,5844/19301,0/0,13442,1341
MDG-b_05_n500_b02_m50_k02,56.7,38205,60000,61835,62742,49703,49615,456658/475768,5738/19110,0/0,13351,1330
MDG-b_05_n500_b02_m50_k02,56.9,9523,60000,60751,62742,49658,49615,469190/487323,4267/18133,0/0,13842,1380
MDG-b_05_n500_b02_m50_k02,58.5,23954,60000,59302,62742,49707,49615,438960/457227,4871/18267,0/0,13374,1332
MDG-b_05_n500_b02_m50_k02,56.2,3296,60000,60428,62742,49746,49615,440378/458976,6292/18598,0/0,12283,1225
MDG-b_05_n500_b02_m50_k02,57.8,12252,60000,58681,62742,49624,49615,480697/499340,3240/18643,0/0,15383,1535
MDG-b_05_n500_b02_m50_k02,57.4,8597,60000,58437,62742,49631,49615,471784/490120,3582/18336,0/0,14735,1470
MDG-b_05_n500_b02_m50_k03,60.4,11846,60000,59033,94113,49666,49615,489171/507899,3405/18728,0/0,15297,1525
MDG-b_05_n500_b02_m50_k03,55.5,6420,60000,65006,94113,49687,49615,484123/502184,4146/18061,0/0,13897,1385
MDG-b_05_n500_b02_m50_k03,56.8,38263,60000,61930,94113,49841,49615,476996/495964,5801/18968,0/0,13149,1312
MDG-b_05_n500_b02_m50_k03,57.2,56900,60000,63324,94113,49618,49615,452258/470926,6629/18668,0/0,12015,1197
MDG-b_05_n500_b02_m50_k03,56.2,11010,60000,63495,94113,49714,49615,439801/458348,5967/18547,0/0,12563,1254
MDG-b_05_n500_b02_m50_k03,56.3,48164,60000,61335,94113,49744,49615,466292/483998,4129/17706,0/0,13552,1351
MDG-b_05_n500_b02_m50_k03,58.1,10037,60000,60137,94113,49635,49615,481719/500283,4742/18564,0/0,13800,1376
MDG-b_05_n500_b02_m50_k03,55.1,6613,60000,58332,94113,49621,49615,481410/500417,5744/19007,0/0,13245,1321
MDG-b_05_n500_b02_m50_k03,56.9,52101,60000,57171,94113,49728,49615,454440/472795,5270/18355,0/0,13066,1303
MDG-b_05_n500_b02_m50_k03,57.4,19135,60000,60139,94113,49762,49615,470463/490173,6405/19710,0/0,13280,1322
MDG-b_05_n500_b02_m50_k03,55.7,28303,60000,58327,94113,49712,49615,468931/487372,4767/18441,0/0,13655,1363
MDG-b_05_n500_b02_m50_k03,58.1,18703,60000,59084,94113,49684,49615,472816/491084,3591/18268,0/0,14649,1461
MDG-b_05_n500_b02_m50_k03,56.3,51629,60000,65577,94113,49623,49615,463299/482394,5072/19095,0/0,14002,1397
MDG-b_05_n500_b02_m50_k03,55,6510,60000,60860,94113,49625,49615,451486/470482,3247/18996,0/0,15729,1569
MDG-b_05_n500_b02_m50_k03,56.2,10194,60000,61734,94113,49659,49615,402636/419046,4486/16410,0/0,11907,1185
MDG-b_05_n500_b02_m50_k03,58.1,17362,60000,60484,94113,49893,49615,380949/396488,4211/15539,0/0,11298,1125
MDG-b_05_n500_b02_m50_k03,56.8,3487,60000,64193,94113,49652,49615,484290/501978,2703/17688,0/0,14969,1493
MDG-b_05_n500_b02_m50_k03,57.8,54604,60000,61072,94113,49632,49615,476013/494869,5670/18856,0/0,13167,1312
MDG-b_05_n500_b02_m50_k03,55.1,9618,60000,60208,94113,49616,49615,472242/489874,4072/17632,0/0,13545,1352
MDG-b_05_n500_b02_m50_k03,54.4,51849,60000,64168,94113,49632,49615,470578/489269,5517/18691,0/0,13160,1312
MDG-b_05_n500_b02_m50_k03,56.2,15607,60000,62710,94113,49680,49615,473897/492148,4061/18251,0/0,14170,1413
MDG-b_05_n500_b02_m50_k03,56.3,26457,60000,68085,94113,49641,49615,466684/484399,4645/17715,0/0,13057,1302
MDG-b_05_n500_b02_m50_k03,55.1,2263,60000,58004,94113,49622,49615,459847/478323,5302/18476,0/0,13157,1312
MDG-b_05_n500_b02_m50_k03,58.5,11702,60000,63547,94113,49668,49615,453256/471473,4406/18217,0/0,13786,1372
MDG-b_05_n500_b02_m50_k03,55.2,19658,60000,60478,94113,49642,49615,475537/493726,4050/18189,0/0,14123,1408
MDG-b_05_n500_b02_m50_k03,55.1,2912,60000,66142,94113,49742,49615,478528/496666,4234/18138,0/0,13884,1384
MDG-b_05_n500_b02_m50_k03,58.3,48676,60000,59285,94113,49806,49615,481966/500925,4708/18959,0/0,14232,1417
MDG-b_05_n500_b02_m50_k03,57.4,5576,60000,61566,94113,49619,49615,488177/506550,3805/18373,0/0,14550,1451
MDG-b_05_n500_b02_m50_k03,57.4,56877,60000,60065,94113,49665,49615,477744/496031,4097/18287,0/0,14168,1413
MDG-b_05_n500_b02_m50_k03,56.9,21128,60000,58125,94113,49687,49615,472189/492236,6902/20047,0/0,13118,1306
MDG-b_05_n500_b03_m50_k02,6.3,7518,60000,62730,62742,74451,74423,54257/71076,7426/16819,0/0,9379,934
MDG-b_05_n500_b03_m50_k02,6.6,10516,60000,62735,62742,74463,74423,60168/77671,7987/17503,0/0,9503,947
